Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Randomise questionnaire elements?,age,age-text,age-quantised,gender,gender-text,gender-quantised,state_of_residence,state_of_residence-text,state_of_residence-quantised,education_school,education_school-text,education_school-quantised,education_profession1,education_profession1-text,education_profession1-quantised,education_profession2,education_profession2-text,education_profession2-quantised,income,income-text,income-quantised,profession,profession-text,profession-quantised,caregiver1,caregiver1-text,caregiver1-quantised,languages_caregiver1-1,languages_caregiver1-2,languages_caregiver1-3,languages_caregiver1-4,languages_caregiver1-5,languages_caregiver1-6,languages_caregiver1-7,languages_caregiver1-8,languages_caregiver1-9,languages_caregiver1-10,languages_caregiver1-11,languages_caregiver1-12,languages_caregiver1-13,languages_caregiver1-14,languages_caregiver1-15,languages_caregiver1-16,languages_caregiver1-17,languages_caregiver1-18,languages_caregiver1-19,languages_caregiver1-20,languages_caregiver1-text,languages_caregiver1-other,caregiver2,caregiver2-text,caregiver2-quantised,languages_caregiver2-1,languages_caregiver2-2,languages_caregiver2-3,languages_caregiver2-4,languages_caregiver2-5,languages_caregiver2-6,languages_caregiver2-7,languages_caregiver2-8,languages_caregiver2-9,languages_caregiver2-10,languages_caregiver2-11,languages_caregiver2-12,languages_caregiver2-13,languages_caregiver2-14,languages_caregiver2-15,languages_caregiver2-16,languages_caregiver2-17,languages_caregiver2-18,languages_caregiver2-19,languages_caregiver2-20,languages_caregiver2-text,languages_caregiver2-other,other_languages,own_dialect,own_dialect-quantised,party,party-text,party-quantised,political_spectrum,political_spectrum_other,political_spectrum_other-text,political_spectrum_other-quantised,political_orientation_A,political_orientation_A-quantised,political_orientation_B,political_orientation_B-quantised,political_orientation_C,political_orientation_C-quantised,political_orientation_D,political_orientation_D-quantised,populism_A,populism_A-quantised,populism_B,populism_B-quantised,populism_C,populism_C-quantised,populism_D,populism_D-quantised,social_desirability_A,social_desirability_A-text,social_desirability_A-quantised,social_desirability_B,social_desirability_B-text,social_desirability_B-quantised,social_desirability_C,social_desirability_C-text,social_desirability_C-quantised,social_desirability_D,social_desirability_D-text,social_desirability_D-quantised,social_desirability_E,social_desirability_E-text,social_desirability_E-quantised,social_desirability_F,social_desirability_F-text,social_desirability_F-quantised,social_desirability_G,social_desirability_G-text,social_desirability_G-quantised,social_desirability_H,social_desirability_H-text,social_desirability_H-quantised,social_desirability_I,social_desirability_I-text,social_desirability_I-quantised,END QUESTIONNAIRE
1,1719930729003,02/07/2024 14:32:09,1719930735651,2,02/07/2024 16:32:15,86579,59,questionnaire-ry6q,,38687892,280560572413097,11356966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_8,,No,31,,14,Männlich,,1,Nordrhein-Westfalen,,10,Realschulabschluss/ Mittlere Reife/ Fachschulreife oder Abschluss der polytechnischen Oberschule 10. Klasse,,3,Anderer Abschluss und zwar:,Abgeschlossene Handwerkliche Lehre,,Kein zweiter Abschluss,,1,1000 bis unter 1250 Euro,,4,Teilzeit berufstätig (bis 30 Stunden/Woche),,2,(Stief)Vater,,1,Hochdeutsch,,,,,,,,,,,,,,,,,,Dialekt/Sprache aus dem nicht-deutschsprachigen Ausland,,,,(Stief)Mutter,,2,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,"Türkisch, Arabisch, Chinesisch, (mehrsprachige Nachbarschaft)",1,1,Ich möchte die Frage nicht beantworten,,10,52,,,,3,3,5,5,4,4,2,2,4,4,5,5,4,4,5,5,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,401431
1,1719932685239,02/07/2024 15:04:45,1719932684356,2,02/07/2024 17:04:44,86579,59,questionnaire-ry6q,,38689425,280560572509253,11357472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1024x768,1024x641,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_1,,,No,45,,28,Männlich,,1,Nordrhein-Westfalen,,10,Hauptschulabschluss/ Volksschulabschluss/ Abschluss der polytechnischen Oberschule 8. oder 9. Klasse,,2,Teilfacharbeiterabschluss,,3,Teilfacharbeiterabschluss,,3,1250 bis unter 1500 Euro,,5,Zurzeit in Kurzarbeit,,9,Onkel,,5,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,Tante,,6,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,hgzgzzzt,5,5,DIE LINKE,,5,62,,,,3,3,4,4,2,2,3,3,2,2,4,4,3,3,2,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,92456
1,1719933538245,02/07/2024 15:18:58,1719933537662,2,02/07/2024 17:18:57,86579,59,questionnaire-ry6q,,38690437,280560572508207,11357550,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x800,1232x652,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_10,No,54,,37,Männlich,,1,Hessen,,7,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Abgeschlossene kaufmännische Lehre,,5,Abgeschlossene kaufmännische Lehre,,5,7500 bis unter 10000 Euro,,12,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Mutter,,2,Hochdeutsch,,,,,Hessisch,,,,,,,,,,,,,,,,,(Stief)Vater,,1,Hochdeutsch,,,,,Hessisch,,,,,,,,,,,,,,,,,Nein,1,1,CDU/CSU,,1,69,,,,1,1,4,4,1,1,5,5,2,2,3,3,1,1,5,5,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,219574
1,1719934480448,02/07/2024 15:34:40,1719934481983,2,02/07/2024 17:34:41,86579,59,questionnaire-ry6q,,38691683,280560572411005,11357601,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x673,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_11,,No,32,,15,Männlich,,1,Sachsen-Anhalt,,14,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Hochschulabschluss (Bachelor),,11,Hochschulabschluss (Bachelor),,11,2000 bis unter 2500 Euro,,7,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Vater,,1,,,,,,,,,,,,,,Sächsisch,,,,,,,,,(Stief)Mutter,,2,,,,,,,,,,,,,,Sächsisch,,,,,,,,,,3,3,SPD,,2,56,,,,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,405435
1,1719934185685,02/07/2024 15:29:45,1719930521087,3,02/07/2024 17:28:41,86579,59,questionnaire-ry6q,,38691297,280560572510294,11357894,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 126.0.0.0,320x712,980x1788,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_2,,,No,21,,4,Männlich,,1,Hamburg,,6,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Berufliches Praktikum oder Volontariat,,6,Meister/in oder Technikerabschluss,,9,3000 bis unter 4000 Euro,,9,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Vater,,1,,Alemannisch,,,,,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,,Alemannisch,,,,,,,,,,,,,,,,,,,,,Hamburg ,5,5,SPD,,2,46,,,,3,3,3,3,4,4,2,2,2,2,2,2,2,2,3,3,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,283818
1,1719934587728,02/07/2024 15:36:27,1719934586391,2,02/07/2024 17:36:26,86579,59,questionnaire-ry6q,,38692255,280560572509255,11357983,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x919,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_12,No,22,,5,Männlich,,1,Berlin,,3,Realschulabschluss/ Mittlere Reife/ Fachschulreife oder Abschluss der polytechnischen Oberschule 10. Klasse,,3,Teilfacharbeiterabschluss,,3,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,,4,1250 bis unter 1500 Euro,,5,Teilzeit berufstätig (bis 30 Stunden/Woche),,2,(Stief)Mutter,,2,,,,,,,,,,Ostdeutsch,,,,,,,,,,,,,(Stief)Mutter,,2,,,,Bairisch,,,,,,,,,,,,,,,,,,,.,2,2,AfD,,3,61,,,,1,1,2,2,3,3,3,3,2,2,3,3,2,2,3,3,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,67591
1,1719935065069,02/07/2024 15:44:25,1719935064534,2,02/07/2024 17:44:24,86579,59,questionnaire-ry6q,,38694612,280560572375104,11358157,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x927,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_10,,,No,37,,20,Männlich,,1,Hessen,,7,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Hochschulabschluss (Master),,12,Abgeschlossene kaufmännische Lehre,,5,3000 bis unter 4000 Euro,,9,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Vater,,1,Hochdeutsch,,,,,Hessisch,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,,4,4,AfD,,3,72,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,183057
1,1719935295481,02/07/2024 15:48:15,1719935295087,2,02/07/2024 17:48:15,86579,59,questionnaire-ry6q,,38694948,280560572502209,11358503,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1906x926,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_32,No,66,,49,Weiblich,,2,Baden-Württemberg,,1,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Berufsfachschulabschluss,,7,Abgeschlossene kaufmännische Lehre,,5,Ich möchte die Frage nicht beantworten,,15,Pensionär/in oder Rentner/in (früher berufstätig),,11,(Stief)Mutter,,2,,,,,,,,,,,,,,,Schwäbisch,,,,,,,,(Stief)Vater,,1,,,,,,,,,,,,,,,Schwäbisch,,,,,,,,,5,5,CDU/CSU,,1,60,,,,1,1,2,2,1,1,3,3,1,1,1,1,3,3,4,4,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,180037
1,1719937143099,02/07/2024 16:19:03,1719937142416,3,02/07/2024 19:19:02,86579,59,questionnaire-ry6q,,38696095,280560572533897,11359005,,complete,,,mobile,undefined K,Android 10,Chrome 126.0.0.0,873x393,792x303,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_5,,No,27,,10,Männlich,,1,Bremen,,5,Fachhochschulreife (Abschluss einer Fachoberschule etc.),,4,Hochschulabschluss (Bachelor),,11,Hochschulabschluss (Bachelor),,11,4000 bis unter 5000 Euro,,10,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,Großmutter,,3,,Alemannisch,,,,,,,,,,,,,,,,,,,,,Großvater,,4,,,,,,Hessisch,,,,,,,,,,,,,,,,,nicht ,6,6,SPD,,2,24,Ich möchte die Frage nicht beantworten,,2,4,4,4,4,1,1,4,4,3,3,4,4,4,4,4,4,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,174795
1,1719937600019,02/07/2024 16:26:40,1719937599842,2,02/07/2024 18:26:39,86579,59,questionnaire-ry6q,,38696322,280560572510304,11358970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1366x913,1366x914,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,No,53,,36,Männlich,,1,Berlin,,3,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Abgeschlossene kaufmännische Lehre,,5,Abgeschlossene kaufmännische Lehre,,5,2000 bis unter 2500 Euro,,7,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Mutter,,2,,,,,,,,,,,,,,,,,,,,,venezianisch,Anderer Dialekt,(Stief)Vater,,1,,,,,,,,,,,,,,,,,,,,,venezianisch,Anderer Dialekt,"ja, Berlinerisch !!!!",3,3,Andere,Tierschutzpartei,,84,,,,1,1,1,1,4,4,2,2,5,5,4,4,5,5,5,5,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,280056
1,1719939280087,02/07/2024 16:54:40,1719939279044,3,02/07/2024 19:54:39,86579,59,questionnaire-ry6q,,38697167,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,No,39,,22,Männlich,,1,Mecklenburg-Vorpommern,,8,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Hochschulabschluss (Bachelor),,11,Kein zweiter Abschluss,,1,10000 Euro und mehr,,13,Teilzeit berufstätig (bis 30 Stunden/Woche),,2,(Stief)Vater,,1,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,ich weiß nicht ,1,1,GRÜNE,,6,45,,,,4,4,3,3,1,1,5,5,5,5,5,5,1,1,4,4,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,290553
1,1719940006026,02/07/2024 17:06:46,1719940006140,2,02/07/2024 19:06:46,86579,59,questionnaire-ry6q,,38698003,280560572377184,11359368,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1872x958,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_12,,No,49,,32,Männlich,,1,Baden-Württemberg,,1,Realschulabschluss/ Mittlere Reife/ Fachschulreife oder Abschluss der polytechnischen Oberschule 10. Klasse,,3,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,,4,Kein zweiter Abschluss,,1,4000 bis unter 5000 Euro,,10,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,Andere,Freundeskreis,,,,,,,,,,,,,,,,Schwäbisch,,,,,,,,(Stief)Mutter,,2,,,,,,,,,,,,,,,Schwäbisch,,,,,,,,,3,3,CDU/CSU,,1,50,,,,4,4,4,4,2,2,3,3,2,2,3,3,1,1,3,3,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,190703
1,1719940815920,02/07/2024 17:20:15,1719940815893,2,02/07/2024 19:20:15,86579,59,questionnaire-ry6q,,38700525,280560572370954,11359410,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_12,,,No,56,,39,Männlich,,1,Nordrhein-Westfalen,,10,Hauptschulabschluss/ Volksschulabschluss/ Abschluss der polytechnischen Oberschule 8. oder 9. Klasse,,2,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,,4,Kein zweiter Abschluss,,1,3000 bis unter 4000 Euro,,9,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Vater,,1,,,,,Fränkisch,,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,,,,,Fränkisch,,,,,,,,,,,,,,,,,,,5,5,Andere,freie wähler,,50,Ich möchte die Frage nicht beantworten,,2,1,1,5,5,3,3,5,5,5,5,3,3,5,5,1,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,245716
1,1719941923724,02/07/2024 17:38:43,1719941926703,2,02/07/2024 19:38:46,86579,59,questionnaire-ry6q,,38700820,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,No,36,,19,Männlich,,1,Niedersachsen,,9,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Abgeschlossene kaufmännische Lehre,,5,Abgeschlossene kaufmännische Lehre,,5,3000 bis unter 4000 Euro,,9,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,Andere,ka,,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,Andere,ka,,,,,,,,,,,,,,,,,,,,,Ich weiß nicht,,,ka,4,4,AfD,,3,62,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,162440
1,1719945189211,02/07/2024 18:33:09,1719945188224,1,02/07/2024 19:33:08,86579,59,questionnaire-ry6q,,38704700,280560572517622,11360479,,complete,,,computer,Desktop or Laptop,Linux x86_64,Edge 122.0.2365.50,360x820,980x1578,End study,,,(socio-)demographics,18,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,No,27,,10,Männlich,,1,Hamburg,,6,Hauptschulabschluss/ Volksschulabschluss/ Abschluss der polytechnischen Oberschule 8. oder 9. Klasse,,2,Hochschulabschluss (Bachelor),,11,Hochschulabschluss (Bachelor),,11,3000 bis unter 4000 Euro,,9,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Mutter,,2,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,(Stief)Vater,,1,Hochdeutsch,,,,,,,Norddeutsch,,,,,,,,,,,,,,,,6,6,CDU/CSU,,1,91,,,,4,4,4,4,5,5,4,4,5,5,4,4,5,5,5,5,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,Trifft zu,,1,247968
1,1719951102222,02/07/2024 20:11:42,1719951102136,2,02/07/2024 22:11:42,86579,59,questionnaire-ry6q,,38709390,280560572532831,11361087,,complete,,,computer,Desktop or Laptop,Windows 10,Avast Secure Browser 126.0.0.0,1536x864,1536x695,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_7,,No,43,,26,Weiblich,,2,Nordrhein-Westfalen,,10,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Hochschulabschluss (Master),,12,Abgeschlossene kaufmännische Lehre,,5,1500 bis unter 2000 Euro,,6,Teilzeit berufstätig (bis 30 Stunden/Woche),,2,(Stief)Vater,,1,Hochdeutsch,,,,,,,,,,,,,,,,,Plattdeutsch,,,,,(Stief)Mutter,,2,Hochdeutsch,,,,,,,,,,,,,,,,,,,,,,Englisch,1,1,GRÜNE,,6,13,,,,5,5,1,1,5,5,1,1,3,3,2,2,4,4,5,5,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,347922
1,1719954658292,02/07/2024 21:10:58,1719954648106,2,02/07/2024 23:10:48,86579,59,questionnaire-ry6q,,38710203,280560572521558,11361818,,complete,,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1598x749,1598x624,End study,,,(socio-)demographics,18,Speaker Gender M,,pass,,Consent given,Audio evaluation male,Origin & authenticity male,Demographics,,,,End study,pass,Audio check male,,,,,,M_8,,,No,38,,21,Weiblich,,2,Baden-Württemberg,,1,Abitur bzw. erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),,5,Hochschulabschluss (Master),,12,Kein zweiter Abschluss,,1,4000 bis unter 5000 Euro,,10,Vollzeit berufstätig (mehr als 30 Stunden/Woche),,1,(Stief)Vater,,1,,Alemannisch,,,,,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,,Alemannisch,,,,,,,,,,,,,,,,,,,,,,7,7,SPD,,2,100,,,,4,4,5,5,3,3,1,1,5,5,3,3,1,1,3,3,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,322740
1,1719956744868,02/07/2024 21:45:44,1719956744439,2,02/07/2024 23:45:44,86579,59,questionnaire-ry6q,,38710721,280560572508198,11361994,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1920x919,End study,,,(socio-)demographics,18,Speaker Gender F,pass,,,Consent given,,,Demographics,Audio evaluation female,Origin & authenticity female,,End study,,,Audio check female,pass,,,,,F_2,,No,18,,1,Männlich,,1,Bayern,,2,Realschulabschluss/ Mittlere Reife/ Fachschulreife oder Abschluss der polytechnischen Oberschule 10. Klasse,,3,(Noch) keinen beruflichen Ausbildungs- oder Studienabschluss,,1,Kein zweiter Abschluss,,1,2000 bis unter 2500 Euro,,7,Lehrling/Azubi,,4,(Stief)Vater,,1,,,,Bairisch,,,,,,,,,,,,,,,,,,,(Stief)Mutter,,2,,,,Bairisch,,,,,,,,,,,,,,,,,,,,4,4,CDU/CSU,,1,55,,,,3,3,3,3,3,3,5,5,4,4,3,3,2,2,3,3,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,Trifft zu,,1,Trifft nicht zu,,2,Trifft zu,,1,121675
