Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-rtb5,branch-r1zd,branch-m8ae,branch-yceh,checkpoint-fbue,checkpoint-7icl,checkpoint-7zea,checkpoint-yqmp,checkpoint-tf61,checkpoint-7zgv,checkpoint-ko3x,checkpoint-toq5,branch-3g7m,checkpoint-j7nf,checkpoint-ga9e,branch-l9tl,checkpoint-5iff,branch-req5,checkpoint-7gp2,counterbalance-xq3l,counterbalance-nimi,counterbalance-x3xi,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: Progress,Store: Audio Check 1,Store: Audio Check 2,Store: Audio Check Redirect
9,1719934615060,02/07/2024 15:36:55,1719941815060,2,02/07/2024 19:36:55,86579,59,task-tole,,38692277,280560572502209,11358503,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 127.0,1920x1080,1906x926,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_32,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719937702676,02/07/2024 16:28:22,1719948502676,3,02/07/2024 22:28:22,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719937723290,02/07/2024 16:28:43,1719948523290,3,02/07/2024 22:28:43,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,19643.7,19627.100000000002,19643.7,19643.7,19627.100000000002,19643.7,1,19643.7,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1719937726709,02/07/2024 16:28:46,1719948526709,3,02/07/2024 22:28:46,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,23095.800000000007,23079.100000000002,23095.800000000007,23095.800000000007,23079.100000000002,23095.800000000007,1,23095.800000000007,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1719937727484,02/07/2024 16:28:47,1719948527484,3,02/07/2024 22:28:47,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,23872.600000095368,23862.899999999998,23872.600000095368,23872.600000095368,23862.899999999998,23872.600000095368,1,23872.600000095368,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
5,1719937730906,02/07/2024 16:28:50,1719948530906,3,02/07/2024 22:28:50,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,27294.500000190736,27281.100000000002,27294.500000190736,27294.500000190736,27281.100000000002,27294.500000190736,1,27294.500000190736,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
6,1719937747361,02/07/2024 16:29:07,1719948547361,3,02/07/2024 22:29:07,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,43749.4000002861,43740.5,43749.4000002861,43749.4000002861,43740.5,43749.4000002861,1,43749.4000002861,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
7,1719937750782,02/07/2024 16:29:10,1719948550782,3,02/07/2024 22:29:10,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,47171.100000095365,47158.5,47171.100000095365,47171.100000095365,47158.5,47171.100000095365,1,47171.100000095365,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
8,1719937753714,02/07/2024 16:29:13,1719948553714,3,02/07/2024 22:29:13,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,50103.100000095365,50094.09999999999,50103.100000095365,50103.100000095365,50094.09999999999,50103.100000095365,1,50103.100000095365,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
9,1719937757136,02/07/2024 16:29:17,1719948557136,3,02/07/2024 22:29:17,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,53525.100000095365,53512.09999999999,53525.100000095365,53525.100000095365,53512.09999999999,53525.100000095365,1,53525.100000095365,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
10,1719937759148,02/07/2024 16:29:19,1719948559148,3,02/07/2024 22:29:19,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,response,continue,55529.59999999999,55512.899999999994,55529.59999999999,55529.59999999999,55512.899999999994,55529.59999999999,1,55529.59999999999,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
11,1719937762304,02/07/2024 16:29:22,1719948562304,3,02/07/2024 22:29:22,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,info,audio started,3179.4000003814726,3168.699999999997,3179.4000003814726,3179.4000003814726,3168.699999999997,3179.4000003814726,1,3179.4000003814726,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
12,1719937765725,02/07/2024 16:29:25,1719948565725,3,02/07/2024 22:29:25,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,info,audio finished,6601.000000286105,6587.100000000006,6601.000000286105,6601.000000286105,6587.100000000006,6601.000000286105,1,6601.000000286105,0,0,,Audio Clip,Audio,3,object-94,Instructions1,,1,,,
13,1719937782547,02/07/2024 16:29:42,1719948582547,3,02/07/2024 22:29:42,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,continue,23405.000000286105,23396.300000000003,23405.000000286105,23405.000000286105,23396.300000000003,23405.000000286105,1,23405.000000286105,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
14,1719937782559,02/07/2024 16:29:42,1719948582559,3,02/07/2024 22:29:42,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,Ja,18977.199999999997,23396.300000000003,23412.800000000003,18977.199999999997,23396.300000000003,23412.800000000003,1,18977.199999999997,4435.600000000006,0,AudioCheck1,Dropdown,Dropdown,7,object-20,Instructions1,,2,Ja,,
15,1719937782561,02/07/2024 16:29:42,1719948582561,3,02/07/2024 22:29:42,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,Ja,22595.699999999997,23396.300000000003,23412.800000000003,22595.699999999997,23396.300000000003,23412.800000000003,1,22595.699999999997,817.1000000000058,0,AudioCheck2,Dropdown,Dropdown,8,object-21,Instructions1,,2,Ja,Ja,
16,1719937782580,02/07/2024 16:29:42,1719948582580,3,02/07/2024 22:29:42,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,p7z98f,3,timedOut,,33.60000000000582,16.80000000000291,33.60000000000582,33.60000000000582,16.80000000000291,33.60000000000582,1,33.60000000000582,0,0,,Time Limit,screen,0,screen,Instructions1,,2,Ja,Ja,2
17,1719937782586,02/07/2024 16:29:42,1719948582586,3,02/07/2024 22:29:42,86579,59,task-tole,,38696371,280560572528894,11359154,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,360x806,980x1595,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_17,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719941325923,02/07/2024 17:28:45,1719948525923,2,02/07/2024 21:28:45,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719941327215,02/07/2024 17:28:47,1719948527215,2,02/07/2024 21:28:47,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,975.4000000000058,966.7,975.4000000000058,975.4000000000058,966.7,975.4000000000058,1,975.4000000000058,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1719941330636,02/07/2024 17:28:50,1719948530636,2,02/07/2024 21:28:50,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,4397.000000000012,4385.2,4397.000000000012,4397.000000000012,4385.2,4397.000000000012,1,4397.000000000012,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1719941332212,02/07/2024 17:28:52,1719948532212,2,02/07/2024 21:28:52,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,response,continue,5973.000000000012,5969,5973.000000000012,5973.000000000012,5969,5973.000000000012,1,5973.000000000012,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
5,1719941342160,02/07/2024 17:29:02,1719948542160,2,02/07/2024 21:29:02,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,continue,9951.399999999976,9947.8,9951.399999999976,9951.399999999976,9947.8,9951.399999999976,1,9951.399999999976,0,0,ResponseProgress,Click Response,Continue Button,2,object-93,Instructions1,,2,,,
6,1719941342161,02/07/2024 17:29:02,1719948542161,2,02/07/2024 21:29:02,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,Ja,4015.4000000000005,9947.8,9953.099999999988,4015.4000000000005,9947.8,9953.099999999988,1,4015.4000000000005,5937.699999999987,0,AudioCheck1,Dropdown,Dropdown,7,object-20,Instructions1,,2,Ja,,
7,1719941342161,02/07/2024 17:29:02,1719948542161,2,02/07/2024 21:29:02,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 2,s26p9w,2,response,Ja,8814.599999999999,9947.8,9953.399999999976,8814.599999999999,9947.8,9953.399999999976,1,8814.599999999999,1138.7999999999774,0,AudioCheck2,Dropdown,Dropdown,8,object-21,Instructions1,,2,Ja,Ja,
8,1719941342174,02/07/2024 17:29:02,1719948542174,2,02/07/2024 21:29:02,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 3,p7z98f,3,timedOut,,17.5,16.799999999999272,17.5,17.5,16.799999999999272,17.5,1,17.5,0,0,,Time Limit,screen,0,screen,Instructions1,,2,Ja,Ja,2
9,1719941342174,02/07/2024 17:29:02,1719948542174,2,02/07/2024 21:29:02,86579,59,task-tole,,38700698,280560572503248,11359930,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,2560x1440,2512x1318,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_9,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,
1,1719944092600,02/07/2024 18:14:52,1719947692600,1,02/07/2024 20:14:52,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x632,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,
2,1719944103658,02/07/2024 18:15:03,1719947703658,1,02/07/2024 20:15:03,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,10201.800000000003,10185.2,10201.800000000003,10201.800000000003,10185.2,10201.800000000003,1,10201.800000000003,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
3,1719944107076,02/07/2024 18:15:07,1719947707076,1,02/07/2024 20:15:07,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,13685.600000071525,13669.7,13685.600000071525,13685.600000071525,13669.7,13685.600000071525,1,13685.600000071525,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
4,1719944110538,02/07/2024 18:15:10,1719947710538,1,02/07/2024 20:15:10,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,17148.40000002384,17137.3,17148.40000002384,17148.40000002384,17137.3,17148.40000002384,1,17148.40000002384,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
5,1719944113962,02/07/2024 18:15:13,1719947713962,1,02/07/2024 20:15:13,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio finished,20570.8,20554.1,20570.8,20570.8,20554.1,20570.8,1,20570.8,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
6,1719944119536,02/07/2024 18:15:19,1719947719536,1,02/07/2024 20:15:19,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,info,audio started,26146.600000071525,26139.100000000002,26146.600000071525,26146.600000071525,26139.100000000002,26146.600000071525,1,26146.600000071525,0,0,,Audio Clip,Continue Button,2,object-89,Instructions1,,,,,
7,1719944121131,02/07/2024 18:15:21,1719947721131,1,02/07/2024 20:15:21,86579,59,task-tole,,38703093,280560572517622,11360479,,complete,,,mobile,undefined K,Android 10,Edge 122.0.0.0,360x820,360x580,End study,,0,Audio check male vs. female,9,Speaker Gender M vs. F,,,pass,Consent given,,,Demographics,,,Audio evaluation male vs. female,End study,,,,,Audio check male vs. female,pass,Origin & authenticity male vs. female,,,M_vs._F_15,Spreadsheet1,Spreadsheet1,1,Instructions1,Screen 1,b1zo9t,1,response,continue,27739.200000095367,27722.7,27739.200000095367,27739.200000095367,27722.7,27739.200000095367,1,27739.200000095367,0,0,,Click Response,Continue Button,4,object-4,Instructions1,,1,,,
